selection_rank,name,source,session,duration_seconds,text_characters,annotation_pattern,expression,action,joint_speed_mean,joint_speed_p90,body_rotation_speed,body_rotation_p90,hand_rotation_speed,hand_rotation_p90,joint_positions_available,complexity_score,duration_bin,text_length_bin,complexity_bin
5478,fbx_to_json_data_susu_retarget_maya/20250929/Human_0916_127_4_10_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250929,6.0,17,action-only,<unannotated>,蜷缩后突然伸展四肢，像被惊醒一样，脸上带着一丝顽皮的笑意。,0.02692226879298687,0.06920647621154785,0.02692226879298687,0.06920647621154785,0.02710721269249916,0.08065343648195267,False,0.853007676937638,q3of5,q2of5,q5of5
5479,fbx_to_json_data_susu_retarget_maya/20250902/Human_0901_5-9_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250902,6.85,19,expression-only,故作认真地点点头，但眼里全是调皮,<unannotated>,0.013233847916126251,0.030522124841809273,0.013233847916126251,0.030522124841809273,0.019512241706252098,0.05431770905852318,False,0.46654485224524134,q4of5,q3of5,q3of5
5480,fbx_to_json_data_susu_retarget_maya/20250919/Human_0916_2_1_14_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250919,4.75,15,action-only,<unannotated>,像一只得到奖励的小猫，开心地原地蹦跳两下，双臂也跟着上下摆动。,2.424565553665161,5.695481777191162,0.043088242411613464,0.12392118573188782,0.015044096857309341,0.03981126844882965,True,0.6662372489220738,q2of5,q1of5,q4of5
5481,fbx_to_json_data_susu_retarget_maya/20250904/Human_0904_2-1_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250904,8.25,19,expression+action,眼中闪烁着好奇与困惑交织的光芒,若有所思地轻抚下巴,0.013973243534564972,0.036419786512851715,0.013973243534564972,0.036419786512851715,0.01073361374437809,0.029255323112010956,False,0.3669549900094647,q5of5,q3of5,q2of5
5482,fbx_to_json_data_susu_retarget_maya/20250903/Human_0901_278-5_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250903,4.8,21,action-only,<unannotated>,双手比划着什么,0.018935473635792732,0.0530729666352272,0.018935473635792732,0.0530729666352272,0.026978133246302605,0.0734904557466507,False,0.7666947102744768,q2of5,q4of5,q5of5
5483,fbx_to_json_data_susu_retarget_maya/20250912/Human_0912_29-1_02,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250912,6.3,17,expression+action,带着小心翼翼的试探,目光转向用户，眼神中带着一丝期待。,0.0164010189473629,0.04319758713245392,0.0164010189473629,0.04319758713245392,0.019347701221704483,0.05509655550122261,False,0.5875354926911347,q3of5,q2of5,q4of5
5484,fbx_to_json_data_susu_retarget_maya/20250923/Human_0916_47_4_6_02,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250923,7.3,23,action-only,<unannotated>,终于忍不住了，身体向一侧弯下去，另一只手臂随着笑声无力地晃动着。她笑着摇了摇头，然后抬起双臂，朝你做出一个无奈又俏皮的投降姿势。,1.1499543190002441,2.844599962234497,0.017495818436145782,0.04045584425330162,0.01671620085835457,0.043927181512117386,True,0.5287753707014408,q4of5,q5of5,q3of5
5485,fbx_to_json_data_susu_chonglu/20260119/Human_342_33_01_B,fbx_to_json_data_susu_chonglu,fbx_to_json_data_susu_chonglu/20260119,3.2,7,expression+action,眼神怀疑,身体前倾,0.892918586730957,3.29018235206604,0.008746386505663395,0.024476148188114166,0.004128207918256521,0.011591628193855286,True,0.13563466189925333,q1of5,q1of5,q1of5
5486,fbx_to_json_data_susu_retarget_maya/20250909/Human_0908_52-2_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250909,8.3,20,expression-only,眼神闪烁着好奇和一点点坏笑,<unannotated>,0.017005233094096184,0.04153431951999664,0.017005233094096184,0.04153431951999664,0.04158586263656616,0.12740640342235565,False,0.8180408034493638,q5of5,q4of5,q5of5
5487,fbx_to_json_data_susu_retarget_maya/20250926/Human_0916_95_3_7_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250926,3.45,23,action-only,<unannotated>,双手在胸前合拢，再猛地向你的方向推开，像是把积攒的所有好运都送给你。,1.7650593519210815,5.408740520477295,0.024819009006023407,0.06629376858472824,0.014476746320724487,0.042160455137491226,True,0.6205831317699023,q1of5,q5of5,q4of5
5488,fbx_to_json_data_susu_retarget_maya/20250806/Human_susu_250804_125-6_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250806,5.9,7,no-tags,<unannotated>,<unannotated>,0.005782285705208778,0.010346085764467716,0.005782285705208778,0.010346085764467716,0.009962612763047218,0.02379806526005268,False,0.11695499000946472,q3of5,q1of5,q1of5
5489,fbx_to_json_data_susu_retarget_maya/20251104/Human_0916_162_1_6_01_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251104,4.7,17,action-only,<unannotated>,突然停下脚步，身体猛地前倾，眯起眼睛，好像在努力看清什么。,0.9285982847213745,2.264657735824585,0.013308246619999409,0.03322717547416687,0.018214456737041473,0.054728880524635315,True,0.47409033547165846,q2of5,q2of5,q3of5
5490,fbx_to_json_data_susu_retarget_maya/20250828/Human_0826_184-10_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250828,6.85,15,expression-only,憧憬,<unannotated>,0.011543848551809788,0.0278515312820673,0.011543848551809788,0.0278515312820673,0.016339872032403946,0.046020179986953735,False,0.36067146913450415,q4of5,q1of5,q2of5
5491,fbx_to_json_data_susu_retarget_maya/20250905/Human_0904_141-6_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250905,7.05,17,expression+action,好奇中带着一丝羡慕,轻轻摸了摸肚子,0.010146550834178925,0.026093188673257828,0.010146550834178925,0.026093188673257828,0.011979355476796627,0.031703367829322815,False,0.25009201808812703,q4of5,q2of5,q1of5
5492,fbx_to_json_data_susu_retarget_maya/20251111/Human_1021_278_2_5_01_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251111,3.6,18,action-only,<unannotated>,突然转身背对用户，肩膀微微耸动，像是在无声地抗议剧情。,2.5169568061828613,6.551170825958252,0.027229920029640198,0.07156847417354584,0.01942496746778488,0.0473412461578846,True,0.6956567462404039,q1of5,q3of5,q4of5
5493,fbx_to_json_data_susu_retarget_maya/20250804/Human_774-9_02,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250804,12.05,35,expression+action,专注,小幅度左右踱步,0.009520294144749641,0.01953122951090336,0.009520294144749641,0.01953122951090336,0.024034161120653152,0.06836678087711334,False,0.4221395520033653,q5of5,q5of5,q2of5
5494,fbx_to_json_data_susu_retarget_maya/20251029/Human_1021_60_0_10_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251029,4.75,21,action-only,<unannotated>,高高地扬起下巴，眼睛亮晶晶地看着你，嘴角挂着一丝得意的笑,0.9310128092765808,2.260350465774536,0.017572378739714622,0.03756749629974365,0.019340883940458298,0.047898899763822556,True,0.5525817646440214,q2of5,q4of5,q3of5
5495,fbx_to_json_data_susu_retarget_maya/20251112/Human_1021_308_0_8_01_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251112,5.8,19,action-only,<unannotated>,随即夸张地摇摇头，双手做出脱下衣服并扔到一边的动作。,4.194397449493408,11.507406234741211,0.04353005439043045,0.11931966245174408,0.04173460602760315,0.12761150300502777,True,0.9826611631086339,q3of5,q3of5,q5of5
5496,fbx_to_json_data_susu_chonglu/20260115/Human_155_220_01_A,fbx_to_json_data_susu_chonglu,fbx_to_json_data_susu_chonglu/20260115,5.35,16,expression+action,微微惊讶,头部左倾,0.21254470944404602,0.43842700123786926,0.005489909555763006,0.012970075011253357,0.011051081120967865,0.036525219678878784,True,0.16022978231149437,q2of5,q2of5,q1of5
5497,fbx_to_json_data_susu_retarget_maya/20250813/Human_0811_173-10_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250813,4.55,13,expression-only,骄傲,<unannotated>,0.012645840644836426,0.03150070831179619,0.012645840644836426,0.03150070831179619,0.026412276551127434,0.0794089287519455,False,0.5921363970974866,q1of5,q1of5,q4of5
5498,fbx_to_json_data_susu_retarget_maya/20250821/Human_0819_141-3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250821,8.25,22,no-tags,<unannotated>,<unannotated>,0.01165823359042406,0.02628263272345066,0.01165823359042406,0.02628263272345066,0.02266678400337696,0.06562413275241852,False,0.4736433904721843,q5of5,q4of5,q3of5
5499,fbx_to_json_data_susu_retarget_maya/20251119/Human_0916_308_2_13_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251119,7.25,23,action-only,<unannotated>,一只手臂抬起又放下，像是想要指向你，但最终还是放弃了。,1.7899221181869507,4.483896255493164,0.017985381186008453,0.04388754442334175,0.0014447754947468638,6.409736670320854e-07,True,0.3560179829635083,q4of5,q5of5,q2of5
5500,fbx_to_json_data_susu_retarget_maya/20251110/Human_1021_273_3_9_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251110,5.65,19,action-only,<unannotated>,突然站直身体，双手叉腰，鼓起脸颊，佯装生气地朝你跺了跺脚。,1.2475368976593018,2.9705758094787598,0.028114430606365204,0.06737236678600311,0.025415413081645966,0.0736856460571289,True,0.8247055421179934,q3of5,q3of5,q5of5
5501,fbx_to_json_data_susu_retarget_maya/20250911/Human_0910_126-1_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250911,6.1,15,expression+action,眼中带着调皮的笑意，又有些许期待,好奇地歪着头,0.013964256271719933,0.03219979628920555,0.013964256271719933,0.03219979628920555,0.010334822349250317,0.024880951270461082,False,0.3282416657903039,q3of5,q1of5,q2of5
5502,fbx_to_json_data_susu_retarget_maya/20250901/Human_0829_39-6_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250901,8.45,20,expression-only,坦然,<unannotated>,0.013693107292056084,0.03612251579761505,0.013693107292056084,0.03612251579761505,0.03007195144891739,0.08979321271181107,False,0.6820117783152801,q5of5,q4of5,q4of5
5503,fbx_to_json_data_susu_retarget_maya/20251113/Human_1021_317_2_10_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251113,3.1,16,action-only,<unannotated>,她突然做一个下蹲的动作，然后猛地向上伸展跳起，双臂高举，像是在努力够到更高处的温暖。,3.8416478633880615,9.772377967834473,0.06407926231622696,0.18760506808757782,0.046802617609500885,0.11163000762462616,True,0.985382269428962,q1of5,q2of5,q5of5
5504,fbx_to_json_data_susu_retarget_maya/20250820/Human_0819_2-3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250820,5.05,18,no-tags,<unannotated>,<unannotated>,0.010196669958531857,0.023220308125019073,0.010196669958531857,0.023220308125019073,0.00983712263405323,0.02148706465959549,False,0.19501261962351457,q2of5,q3of5,q1of5
5505,fbx_to_json_data_susu_retarget_maya/20250826/Human_0825_318-3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250826,7.25,19,expression-only,轻笑,<unannotated>,0.010452496819198132,0.026457887142896652,0.010452496819198132,0.026457887142896652,0.022831575945019722,0.06741785258054733,False,0.460852876222526,q4of5,q3of5,q3of5
5506,fbx_to_json_data_susu_retarget_maya/20250910/Human_0910_14-9_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250910,8.8,24,expression+action,嘴角笑意加深，眼神狡黠。,双手背在身后，轻晃身体,0.015057822689414024,0.03251591697335243,0.015057822689414024,0.03251591697335243,0.028609946370124817,0.08199033886194229,False,0.6606241455463245,q5of5,q5of5,q4of5
5507,fbx_to_json_data_susu_retarget_maya/20251014/Human_0916_211_1_3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251014,5.6,22,action-only,<unannotated>,身体微微下蹲再轻盈地向上跳起，双臂顺势向上舒展，像一株努力生长的植物。,3.3585078716278076,9.256579399108887,0.05258211866021156,0.14281225204467773,0.03520331159234047,0.10062119364738464,True,0.9601956041644758,q2of5,q4of5,q5of5
5508,fbx_to_json_data_susu_retarget_maya/20250805/Human_susu_250804_29-8_02,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250805,4.35,14,expression+action,狡黠,单脚后勾,0.014719548635184765,0.03509242460131645,0.014719548635184765,0.03509242460131645,0.01615714468061924,0.04477367550134659,False,0.45911767798927333,q1of5,q1of5,q3of5
5509,fbx_to_json_data_susu_retarget_maya/20250801/Human_606-3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250801,7.75,18,expression-only,抿嘴笑,<unannotated>,0.010011650621891022,0.02009441889822483,0.010011650621891022,0.02009441889822483,0.023640461266040802,0.07281703501939774,False,0.4394258071300873,q4of5,q3of5,q2of5
5510,fbx_to_json_data_susu_retarget_maya/20251020/Human_0916_299_4_5_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251020,6.2,16,action-only,<unannotated>,突然身体一软，像断了线的木偶一样垂下四肢，头也歪向一边,1.0348780155181885,2.6920814514160156,0.013300679624080658,0.02519826404750347,0.00665969867259264,0.012471398338675499,True,0.22489220738247973,q3of5,q2of5,q1of5
5511,fbx_to_json_data_susu_retarget_maya/20250915/Human_0912_129-3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250915,7.8,17,expression+action,嘴角微微上扬，眼中闪过一丝调皮,声音有些颤抖，身体微微往后缩,0.013105490244925022,0.030214611440896988,0.013105490244925022,0.030214611440896988,0.02032807096838951,0.05613240599632263,False,0.4749842254706068,q5of5,q2of5,q3of5
5512,fbx_to_json_data_susu_retarget_maya/20251011/Human_0916_183_4_16_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251011,5.8,23,action-only,<unannotated>,身体扭来扭去，带动四肢像海草一样随意晃动,3.1215407848358154,6.433871269226074,0.04065905511379242,0.09714867174625397,0.013566550798714161,0.03453423082828522,True,0.6337680092543905,q3of5,q5of5,q4of5
5513,fbx_to_json_data_susu_retarget_maya/20250822/Human_0819_247-3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250822,5.25,13,no-tags,<unannotated>,<unannotated>,0.013720678165555,0.034100987017154694,0.013720678165555,0.034100987017154694,0.012345459312200546,0.038161687552928925,False,0.3846750446944999,q2of5,q1of5,q2of5
5514,fbx_to_json_data_susu_retarget_maya/20251106/Human_0916_186_0_2_01_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251106,4.55,22,action-only,<unannotated>,一只手臂高高举起，另一只手臂水平伸出，身体微微倾斜，像一个静止的时钟。,1.1717286109924316,4.080735206604004,0.006687020882964134,0.014039989560842514,0.010104573331773281,0.02568260207772255,True,0.13374171837206855,q1of5,q4of5,q1of5
5515,fbx_to_json_data_susu_retarget_maya/20250917/Human_0916_33_4_1_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250917,7.55,23,action-only,<unannotated>,伸出一只胳膊，手腕轻巧地向内勾了勾，示意你靠近屏幕一些。,1.14143967628479,2.7617363929748535,0.020037833601236343,0.05340106412768364,0.024271873757243156,0.06696054339408875,True,0.7388658113366284,q4of5,q5of5,q5of5
5516,fbx_to_json_data_susu_retarget_maya/20250916/Human_0915_53-8_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250916,5.75,15,expression-only,有些不好意思地笑了,<unannotated>,0.01678347960114479,0.03954484686255455,0.01678347960114479,0.03954484686255455,0.031766388565301895,0.09659291058778763,False,0.7644599852771059,q3of5,q1of5,q5of5
5517,fbx_to_json_data_susu_chonglu/20260116/Human_231_101_01_A,fbx_to_json_data_susu_chonglu,fbx_to_json_data_susu_chonglu/20260116,3.05,8,expression+action,疑惑微皱,头部微侧,0.08435018360614777,0.17236275970935822,0.0024292815942317247,0.005839100107550621,0.0015337916556745768,0.0039362190291285515,True,0.017969818067094332,q1of5,q1of5,q1of5
5518,fbx_to_json_data_susu_retarget_maya/20251031/Human_1021_79_3_12_01_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251031,4.6,19,action-only,<unannotated>,音乐变得平缓，她的动作也随之放慢，手臂轻柔地落下，在身前交叠，头微微低下。,1.0138763189315796,2.8135299682617188,0.012389271520078182,0.03330893814563751,0.021153287962079048,0.061058785766363144,True,0.5055079398464613,q2of5,q3of5,q3of5
5519,fbx_to_json_data_susu_retarget_maya/20250924/Human_0916_62_4_4_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250924,6.85,21,action-only,<unannotated>,突然像触电一样迅速收回伸出的手臂，双手捂住嘴，肩膀因忍笑而微微抖动。,1.4446067810058594,3.4344441890716553,0.023410607129335403,0.061628296971321106,0.012959527783095837,0.04074741154909134,True,0.5916631612156904,q4of5,q4of5,q4of5
5520,fbx_to_json_data_susu_retarget_maya/20250825/Human_0819_293-6_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250825,8.55,22,expression-only,欲拒还迎,<unannotated>,0.010282504372298717,0.02454865723848343,0.010282504372298717,0.02454865723848343,0.015194295905530453,0.041433099657297134,False,0.29612735303396787,q5of5,q4of5,q2of5
5521,fbx_to_json_data_susu_retarget_maya/20250829/Human_0829_19-4_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250829,5.55,17,expression+action,偷笑,双手背后,0.016921168193221092,0.04189799353480339,0.016921168193221092,0.04189799353480339,0.021688923239707947,0.06351400166749954,False,0.637343569250184,q2of5,q2of5,q4of5
